Date,Product Name,Units Sold,Price,Competitor Price,Stock Available,Marketing Spend,Holiday/Seasonal Indicator,Weather Condition,Economic Indicator,Social Media Trend Score,Market Sentiment Score,Competitor Activity Score
2023-06-23,iPhone 14 Pro,10,893,963,487,955,0,Rainy,1.039920602150977,18,0.9433009958632108,3
2023-06-23,iPhone 15,21,800,759,189,234,0,Cloudy,0.960411740025555,1,0.2197542546162119,0
2023-06-23,iPhone 15 Pro,49,464,482,197,1341,0,Snowy,1.4222814111948172,69,-0.39209618667658375,2
2023-06-23,Samsung Galaxy S22,20,970,1019,218,1284,0,Cloudy,0.6584893231822786,86,0.8239514873635172,3
2023-06-23,Samsung Galaxy S23,45,775,772,216,488,0,Sunny,0.9073232465539037,21,0.7411912674525689,4
2023-06-23,Samsung Galaxy S24,25,1342,1379,399,421,0,Cloudy,1.2789226558113924,58,-0.9110111463632018,7
2023-06-23,Google Pixel 6,28,1050,1036,231,706,0,Rainy,1.1422216758104462,4,-0.920229637027336,3
2023-06-23,Google Pixel 7,5,618,587,348,851,0,Cloudy,0.7147335023842284,41,-0.09404093816370351,4
2023-06-23,Google Pixel 8,14,1283,1341,164,522,0,Rainy,0.6444063013035245,5,0.7276251144724377,9
2023-06-23,OnePlus 10,47,821,859,383,1234,0,Cloudy,0.9867280481696631,38,0.08573627995642696,0
2023-06-23,OnePlus 11,20,1356,1364,100,1394,0,Snowy,0.8866925380055557,55,0.15814977666470953,2
2023-06-23,OnePlus 12,49,753,814,149,1058,0,Sunny,1.325125847333028,80,-0.3963374042510328,1
2023-06-23,Xiaomi 12,21,676,629,331,945,0,Snowy,0.96160321677132,4,-0.2951934035981061,2
2023-06-23,Xiaomi 13,42,393,343,185,624,0,Snowy,1.2009066841294542,49,-0.8468255451658804,0
2023-06-23,Xiaomi 14,44,1067,1090,432,772,0,Cloudy,0.9462444101987014,51,0.2507964859829048,8
2023-06-23,Oppo Find X5,18,803,848,342,809,0,Sunny,1.2826243341211074,79,0.9063497023880487,3
2023-06-23,Oppo Find X6,30,590,645,73,514,0,Cloudy,1.1343972594970846,40,-0.9760403406678575,1
2023-06-23,Vivo X90,43,510,482,129,849,0,Snowy,1.0695211466330334,58,-0.8309424487129871,7
2023-06-23,Vivo X100,44,905,865,166,364,0,Snowy,0.7779273120429142,2,0.328724072952167,4
2023-06-24,iPhone 14,28,694,764,168,1082,1,Rainy,0.8370178121607876,63,0.7134503887089056,6
2023-06-24,iPhone 14 Pro,21,683,676,395,572,1,Snowy,0.5757021361581953,2,0.30276634231202904,7
2023-06-24,iPhone 15,28,1272,1237,217,1406,1,Cloudy,0.919648010722407,56,-0.7618531480345181,5
2023-06-24,iPhone 15 Pro,12,779,873,107,1485,1,Rainy,0.6274155188015534,73,0.03334976388706101,6
2023-06-24,Samsung Galaxy S22,45,1412,1450,393,105,1,Rainy,0.7364595760623557,94,-0.769171521817364,0
2023-06-24,Samsung Galaxy S23,23,1410,1428,429,637,1,Sunny,1.379301046589359,53,-0.07655416366661805,3
2023-06-24,Samsung Galaxy S24,46,1018,1044,217,953,1,Cloudy,0.8090954886997093,38,0.2780251884268663,6
2023-06-24,Google Pixel 6,29,1229,1305,198,867,1,Sunny,1.3445392428593794,22,-0.4635146136718842,9
2023-06-24,Google Pixel 7,44,329,381,211,828,1,Snowy,0.6610183328242364,72,0.9418241407255297,9
2023-06-24,Google Pixel 8,41,1074,1147,337,1043,1,Cloudy,1.4482194474950325,67,0.646441955904872,0
2023-06-24,OnePlus 10,8,421,423,175,1282,1,Cloudy,0.5880052503057015,47,0.6798745610393548,8
2023-06-24,OnePlus 11,41,933,1007,364,1402,1,Cloudy,0.8761224309222736,41,-0.6564688197690423,0
2023-06-24,OnePlus 12,16,790,792,217,858,1,Rainy,0.6254653890680603,86,-0.8522329991608149,8
2023-06-24,Xiaomi 12,32,416,510,369,361,1,Rainy,0.9712549696471054,16,0.6530013339614562,4
2023-06-24,Xiaomi 13,13,983,1059,411,432,1,Cloudy,0.7149524501569208,79,0.14391380830823808,7
2023-06-24,Xiaomi 14,19,496,565,297,325,1,Cloudy,0.5923708392758966,16,0.2083839014873281,3
2023-06-24,Oppo Find X5,27,836,822,253,301,1,Rainy,0.5780539580054037,73,0.031127889442990497,0
2023-06-24,Oppo Find X6,36,1015,1079,259,1345,1,Sunny,1.028482000959547,84,0.8743898542373072,7
2023-06-24,Vivo X90,14,1133,1142,60,141,1,Rainy,0.5226388234287473,76,-0.338878361829247,4
2023-06-24,Vivo X100,14,567,544,243,1110,1,Cloudy,0.7657925155541065,6,-0.570634616652985,6
2023-06-25,iPhone 14,43,1140,1151,61,1417,1,Rainy,0.5720990691501799,85,-0.7753255359119189,6
2023-06-25,iPhone 14 Pro,44,1331,1404,421,413,1,Sunny,1.0959707593878596,12,-0.44452570289148574,4
2023-06-25,iPhone 15,23,557,550,79,739,1,Cloudy,0.7801557859102716,96,-0.1409091025627942,7
2023-06-25,iPhone 15 Pro,46,547,601,398,965,1,Cloudy,0.9195211891519995,77,0.032035086835259685,7
2023-06-25,Samsung Galaxy S22,18,344,331,465,344,1,Rainy,0.5115572199834012,66,-0.26205958092892545,6
2023-06-25,Samsung Galaxy S23,27,379,375,160,1433,1,Cloudy,0.7064339947298642,71,0.12680435194605533,9
2023-06-25,Samsung Galaxy S24,34,1078,1054,166,852,1,Rainy,1.390047909873941,76,0.9775068343905213,3
2023-06-25,Google Pixel 6,49,846,872,453,154,1,Sunny,0.8101996396141712,15,-0.6676181607689764,7
2023-06-25,Google Pixel 7,48,613,626,269,1494,1,Snowy,1.451396956260918,78,0.8727560577162523,6
2023-06-25,Google Pixel 8,17,795,866,374,701,1,Rainy,0.8469893186486106,36,0.8351264305815411,8
2023-06-25,OnePlus 10,43,596,549,388,574,1,Snowy,0.8560127271489966,23,-0.38504812958883505,4
2023-06-25,OnePlus 11,29,648,722,80,326,1,Snowy,1.2734632635180767,57,-0.18152320590507598,1
2023-06-25,OnePlus 12,8,647,674,269,753,1,Sunny,1.1006447010702178,95,-0.7129606717154875,8
2023-06-25,Xiaomi 12,22,487,515,236,1037,1,Snowy,1.11701720693371,39,-0.663507567944009,6
2023-06-25,Xiaomi 13,15,1476,1491,148,635,1,Sunny,1.1681439245824627,36,0.057116924867363306,6
2023-06-25,Xiaomi 14,32,648,612,478,806,1,Sunny,1.1674431761818749,96,0.3604841690338614,4
2023-06-25,Oppo Find X5,21,1328,1305,343,692,1,Rainy,1.456635013477613,36,0.7836455752355649,4
2023-06-25,Oppo Find X6,23,326,352,231,234,1,Rainy,0.629730752725548,58,-0.735632139323807,2
2023-06-25,Vivo X90,31,1391,1446,309,757,1,Cloudy,0.9653071964186813,75,-0.017542995770984726,7
2023-06-25,Vivo X100,26,646,711,346,948,1,Cloudy,1.409870874080447,96,-0.545503817632091,5
2023-06-26,iPhone 14,43,1045,1026,469,239,0,Sunny,1.3067447434722521,90,0.684089876632171,0
2023-06-26,iPhone 14 Pro,9,810,785,262,996,0,Sunny,0.5110463600566484,86,0.9433675011404012,3
2023-06-26,iPhone 15,23,1296,1250,287,1229,0,Cloudy,0.7522736293949605,62,-0.027852519268194875,6
2023-06-26,iPhone 15 Pro,22,555,641,280,917,0,Rainy,0.8164280872472477,37,0.8910871243519389,8
2023-06-26,Samsung Galaxy S22,24,787,752,128,624,0,Rainy,1.2747068680155615,23,-0.34130097184430275,6
2023-06-26,Samsung Galaxy S23,27,899,877,438,462,0,Sunny,1.3356087054582733,99,0.001489216405057503,5
2023-06-26,Samsung Galaxy S24,27,1397,1481,477,1077,0,Rainy,1.4719900985807262,37,0.9946826710565952,9
2023-06-26,Google Pixel 6,48,696,669,173,1095,0,Rainy,1.2778299791402037,4,0.7577443767132306,4
2023-06-26,Google Pixel 7,11,500,548,61,1175,0,Sunny,1.30267685463757,43,0.19701193648124926,8
2023-06-26,Google Pixel 8,16,399,485,408,465,0,Snowy,1.2064856350072253,16,-0.8384818201154236,7
2023-06-26,OnePlus 10,19,844,808,332,1056,0,Snowy,0.7857112858320497,81,-0.05976046786706224,7
2023-06-26,OnePlus 11,10,746,813,133,1366,0,Sunny,1.0087530926261468,20,0.3236087013648341,5
2023-06-26,OnePlus 12,17,1440,1453,474,761,0,Sunny,1.0184356814637994,89,-0.18391400236385613,9
2023-06-26,Xiaomi 12,16,844,942,177,199,0,Sunny,0.7574419951224322,71,-0.5818315941101984,9
2023-06-26,Xiaomi 13,12,474,482,224,596,0,Sunny,1.2414198908629999,28,-0.63459226681853,2
2023-06-26,Xiaomi 14,41,1127,1181,439,275,0,Rainy,1.20582689528211,17,-0.2780927333776564,8
2023-06-26,Oppo Find X5,27,1254,1296,176,1369,0,Snowy,1.3568144371338537,72,-0.5531907507275471,8
2023-06-26,Oppo Find X6,22,855,953,105,455,0,Sunny,1.2124297326849471,62,-0.8782816963904385,5
2023-06-26,Vivo X90,33,899,904,349,804,0,Snowy,0.9864037550971114,29,-0.11863446562679592,2
2023-06-26,Vivo X100,41,1063,1087,240,774,0,Cloudy,1.0381889446086654,39,-0.48105074206806275,2
2023-06-27,iPhone 14,34,515,591,372,324,0,Rainy,1.4376509851916737,75,0.3491353022539734,8
2023-06-27,iPhone 14 Pro,16,674,700,393,265,0,Cloudy,1.2578325519546938,53,0.42577429810549194,8
2023-06-27,iPhone 15,12,1168,1132,248,315,0,Sunny,1.2385232465713938,42,0.5136895922599685,1
2023-06-27,iPhone 15 Pro,38,1383,1460,180,484,0,Cloudy,0.8292638764862134,83,0.1809826913096093,0
2023-06-27,Samsung Galaxy S22,22,1316,1300,409,1402,0,Cloudy,0.6860500328086995,13,0.7293132154720272,5
2023-06-27,Samsung Galaxy S23,32,1455,1454,407,1408,0,Sunny,0.8560417107030245,34,0.39446628088054125,1
2023-06-27,Samsung Galaxy S24,22,611,682,241,344,0,Sunny,0.8810998495926295,51,-0.315879711222653,9
2023-06-27,Google Pixel 6,24,810,887,385,873,0,Rainy,1.2727487884998387,27,-0.28160140871358386,8
2023-06-27,Google Pixel 7,26,519,547,284,256,0,Cloudy,0.533328794976256,95,-0.32531897995980374,8
2023-06-27,Google Pixel 8,23,1343,1408,143,963,0,Snowy,1.4019314590929315,31,0.9792761347315877,5
2023-06-27,OnePlus 10,32,872,859,167,489,0,Snowy,0.6374594390853764,80,0.4233922221569497,4
2023-06-27,OnePlus 11,23,1046,1037,148,557,0,Rainy,0.9764826341747147,16,0.7081996542157662,4
2023-06-27,OnePlus 12,43,1483,1436,198,845,0,Rainy,0.8514752115077865,81,-0.25137168343264316,5
2023-06-27,Xiaomi 12,15,1471,1519,385,362,0,Snowy,0.9970558434216396,35,0.5128787412671472,9
2023-06-27,Xiaomi 13,48,854,937,398,318,0,Cloudy,1.336021658445973,85,-0.6750587267715202,5
2023-06-27,Xiaomi 14,22,1476,1522,235,214,0,Sunny,1.2617484969288852,96,-0.3792082794309628,1
2023-06-27,Oppo Find X5,15,525,579,68,933,0,Snowy,1.3890247798660362,51,0.7189865797779564,4
2023-06-27,Oppo Find X6,8,1416,1506,448,1122,0,Snowy,0.8185272044899742,19,-0.5720473287218704,7
2023-06-27,Vivo X90,45,492,540,488,1236,0,Cloudy,0.9522627625236084,52,0.7603443612815131,8
2023-06-27,Vivo X100,29,1212,1301,172,1110,0,Snowy,1.1697758460373637,80,-0.672928610133753,3
2023-06-28,iPhone 14,24,796,750,346,473,0,Cloudy,1.247443236766692,26,-0.9082122642499015,6
2023-06-28,iPhone 14 Pro,18,1170,1231,195,1375,0,Rainy,0.7012013468444066,64,0.916301495519763,2
2023-06-28,iPhone 15,26,1426,1457,175,137,0,Snowy,0.7860177028303057,96,-0.9588047504893056,6
2023-06-28,iPhone 15 Pro,12,585,598,58,324,0,Rainy,0.6217345689692505,58,-0.20843043605221268,2
2023-06-28,Samsung Galaxy S22,42,1328,1372,53,1037,0,Sunny,1.1802726189658028,4,0.00044956187109157497,1
2023-06-28,Samsung Galaxy S23,37,815,892,236,245,0,Rainy,1.0869455649134516,92,-0.051529404362789855,8
2023-06-28,Samsung Galaxy S24,49,901,899,416,1381,0,Rainy,0.9048258084957073,27,-0.7782169535116576,7
2023-06-28,Google Pixel 6,49,949,1010,106,274,0,Rainy,0.9251790070829311,21,0.4782090724174144,3
2023-06-28,Google Pixel 7,13,557,598,238,926,0,Cloudy,0.8193168504167357,69,0.6956764385473708,5
2023-06-28,Google Pixel 8,37,1348,1367,205,318,0,Sunny,0.8595598579241625,65,-0.3489956693462213,6
2023-06-28,OnePlus 10,6,635,588,339,858,0,Sunny,1.1026324003547026,21,-0.18465508370376815,6
2023-06-28,OnePlus 11,17,1357,1312,489,1408,0,Sunny,0.6139456136805124,58,-0.8184404792906286,6
2023-06-28,OnePlus 12,26,1227,1254,238,1052,0,Cloudy,0.5527425299065374,26,0.7669714846710458,6
2023-06-28,Xiaomi 12,49,471,549,144,143,0,Snowy,1.449720990710571,90,-0.47963365783593104,7
2023-06-28,Xiaomi 13,23,596,578,264,1125,0,Cloudy,0.7144843673592984,33,-0.961922064941503,6
2023-06-28,Xiaomi 14,25,605,696,301,973,0,Rainy,1.2869119333755146,4,0.09262779500949714,5
2023-06-28,Oppo Find X5,48,840,850,149,995,0,Cloudy,1.0533097122982638,96,0.5806404909595093,5
2023-06-28,Oppo Find X6,16,1056,1036,381,151,0,Snowy,1.3129005976707453,45,-0.32242698923290414,7
2023-06-28,Vivo X90,9,872,925,237,618,0,Sunny,1.000831266286602,35,-0.9484261134288319,6
2023-06-28,Vivo X100,24,369,432,125,333,0,Cloudy,0.5931405090448766,82,0.07562472925876595,3
2023-06-29,iPhone 14,35,917,904,183,107,0,Snowy,0.81162279968354,7,-0.35276351489138014,2
2023-06-29,iPhone 14 Pro,38,306,295,379,1008,0,Rainy,1.2061603231238602,64,0.00784363548285083,9
2023-06-29,iPhone 15,6,1032,1120,406,938,0,Cloudy,0.6795014052910014,78,0.6306991465208611,4
2023-06-29,iPhone 15 Pro,7,904,954,250,1411,0,Snowy,0.9633490380396834,94,-0.3441608972571004,7
2023-06-29,Samsung Galaxy S22,7,1014,1079,462,1214,0,Rainy,0.8735590977466002,9,0.7112592323181515,8
2023-06-29,Samsung Galaxy S23,39,666,736,366,1454,0,Snowy,1.0008509732374882,26,0.07276257155487276,2
2023-06-29,Samsung Galaxy S24,17,865,918,326,654,0,Cloudy,1.0327033070517113,37,-0.9116464475166883,9
2023-06-29,Google Pixel 6,16,1256,1251,92,894,0,Sunny,1.179588484394617,93,-0.8173301231853836,9
2023-06-29,Google Pixel 7,7,359,335,428,161,0,Snowy,1.2907348372907146,77,0.5747666251026762,8
2023-06-29,Google Pixel 8,8,315,338,417,1224,0,Cloudy,0.61059645666896,68,-0.45560172144686906,2
2023-06-29,OnePlus 10,21,1232,1186,224,1357,0,Snowy,1.1312101368487815,32,0.5368651085152489,2
2023-06-29,OnePlus 11,8,579,674,116,202,0,Rainy,1.3522348164231273,87,-0.907853736289655,2
2023-06-29,OnePlus 12,38,486,511,322,806,0,Snowy,1.473153293145253,43,-0.5528547928462779,9
2023-06-29,Xiaomi 12,34,1035,1006,87,881,0,Rainy,1.4199370671792444,25,-0.06493035444379736,2
2023-06-29,Xiaomi 13,46,340,339,436,498,0,Rainy,1.3265426560723765,37,0.6995509727244478,2
2023-06-29,Xiaomi 14,20,1373,1467,195,397,0,Sunny,0.9495945043669832,87,-0.5649893326243323,3
2023-06-29,Oppo Find X5,47,518,548,458,470,0,Rainy,0.9105994216897745,20,0.1477234717071736,8
2023-06-29,Oppo Find X6,37,773,775,449,1083,0,Sunny,0.6691375933224738,76,-0.8560732274363616,6
2023-06-29,Vivo X90,21,610,650,468,1064,0,Rainy,0.8083904560013839,70,-0.30542328200728597,6
2023-06-29,Vivo X100,18,866,830,54,1224,0,Snowy,0.8276971042556392,52,-0.004828592586261449,5
2023-06-30,iPhone 14,44,660,717,271,951,0,Snowy,1.287318390553653,67,0.3581597609402989,2
2023-06-30,iPhone 14 Pro,37,626,648,305,1293,0,Rainy,0.8941145761854605,34,-0.9949713178314481,9
2023-06-30,iPhone 15,39,1031,983,490,1317,0,Cloudy,1.1374670588141296,26,0.8895866834071438,9
2023-06-30,iPhone 15 Pro,23,1347,1323,341,1486,0,Sunny,1.0440536822479758,53,-0.2070637584965327,9
2023-06-30,Samsung Galaxy S22,14,721,751,432,1366,0,Rainy,1.0603660109960826,90,0.06965615648022938,3
2023-06-30,Samsung Galaxy S23,42,857,901,376,1167,0,Snowy,1.2314922183763433,87,-0.9536117191463145,8
2023-06-30,Samsung Galaxy S24,9,939,927,206,975,0,Sunny,0.5846777375203229,87,0.5325762751796508,8
2023-06-30,Google Pixel 6,45,827,808,112,1424,0,Sunny,1.4009344955292806,26,-0.21129965417813645,9
2023-06-30,Google Pixel 7,43,492,494,223,1319,0,Cloudy,1.4560951631253485,5,0.12341847249321503,5
2023-06-30,Google Pixel 8,13,1352,1423,467,258,0,Rainy,0.8475651225959178,1,0.8835714550191343,2
2023-06-30,OnePlus 10,42,614,635,325,815,0,Snowy,1.230446231842202,54,0.14045726229334887,8
2023-06-30,OnePlus 11,40,826,776,400,236,0,Cloudy,0.9264915401595599,59,-0.9354252681070634,8
2023-06-30,OnePlus 12,43,997,1011,382,471,0,Cloudy,1.4835527488777744,13,-0.3090764538734425,4
2023-06-30,Xiaomi 12,15,1227,1227,246,839,0,Cloudy,1.3420300321520542,68,0.5571465319158246,7
2023-06-30,Xiaomi 13,28,846,864,445,311,0,Rainy,1.2077291878066205,35,0.9259713126877074,6
2023-06-30,Xiaomi 14,7,1249,1287,268,1031,0,Snowy,0.9691017897435763,98,0.8191110715506829,2
2023-06-30,Oppo Find X5,28,673,661,67,1228,0,Cloudy,1.336350354727934,95,0.09507613409846627,4
2023-06-30,Oppo Find X6,30,795,756,343,607,0,Sunny,1.466249627826163,12,-0.03584635352824228,1
2023-06-30,Vivo X90,23,798,795,248,1023,0,Cloudy,1.482617753771433,79,0.6290069629903254,2
2023-06-30,Vivo X100,33,1499,1467,404,658,0,Sunny,0.925378097198146,19,0.14589225016781926,9
2023-07-01,iPhone 14,17,631,723,237,935,1,Cloudy,1.014853288461121,74,-0.5120259859855076,3
2023-07-01,iPhone 14 Pro,35,1056,1095,56,1136,1,Snowy,0.8693250189013154,9,-0.8683539641237121,3
2023-07-01,iPhone 15,41,1310,1286,467,455,1,Rainy,1.0846557638246925,20,-0.40182256551230666,0
2023-07-01,iPhone 15 Pro,9,710,711,114,911,1,Rainy,1.2958643141772348,99,-0.5204651596167349,6
2023-07-01,Samsung Galaxy S22,22,1029,995,357,1296,1,Snowy,0.7962524498526695,8,0.7136509416790342,4
2023-07-01,Samsung Galaxy S23,26,1395,1443,377,1295,1,Cloudy,0.590603016005358,35,0.15495866465604702,8
2023-07-01,Samsung Galaxy S24,35,666,628,489,1458,1,Rainy,0.7032075932604311,76,-0.8377951179720429,0
2023-07-01,Google Pixel 6,35,708,769,363,1291,1,Cloudy,1.1604919263212388,15,-0.8738829488475126,1
2023-07-01,Google Pixel 7,34,620,591,357,466,1,Snowy,1.4808102639729745,85,0.02466051053916596,1
2023-07-01,Google Pixel 8,28,432,434,278,794,1,Cloudy,1.007320192398132,75,0.2377818240313887,7
2023-07-01,OnePlus 10,37,507,549,367,437,1,Cloudy,0.954105323235568,26,0.9291457368530316,8
2023-07-01,OnePlus 11,15,612,591,308,1280,1,Rainy,0.58987047068934,24,0.6492252323334298,7
2023-07-01,OnePlus 12,42,1463,1554,178,916,1,Rainy,1.1272794576924252,63,0.07260755983746492,5
2023-07-01,Xiaomi 12,36,324,421,210,641,1,Sunny,1.072622823189915,88,0.6081936844670548,9
2023-07-01,Xiaomi 13,14,368,325,172,1476,1,Sunny,1.4789657664519393,6,-0.721475460223308,6
2023-07-01,Xiaomi 14,28,761,797,172,812,1,Snowy,1.2939506871051523,2,-0.7061842198555861,3
2023-07-01,Oppo Find X5,8,860,939,176,420,1,Sunny,1.4260010047060467,89,-0.24086394286014845,0
2023-07-01,Oppo Find X6,32,650,682,161,765,1,Rainy,0.8827062851900027,95,-0.9441803912090323,1
2023-07-01,Vivo X90,44,513,510,204,299,1,Snowy,1.3048253636154794,64,-0.7364448738020386,7
2023-07-01,Vivo X100,32,797,769,238,883,1,Sunny,0.6220284770650081,4,-0.2026818158647823,1
2023-07-02,iPhone 14,39,790,795,432,763,1,Rainy,1.1128028482598014,83,-0.43883063261301847,8
2023-07-02,iPhone 14 Pro,9,987,941,133,238,1,Cloudy,0.5342865516061335,26,-0.7504040160276868,1
2023-07-02,iPhone 15,7,1392,1418,449,473,1,Snowy,0.776527759115186,32,0.15544328203827118,0
2023-07-02,iPhone 15 Pro,41,924,993,64,1463,1,Cloudy,0.5217985092633296,2,0.6323821255186133,4
2023-07-02,Samsung Galaxy S22,13,1046,1025,120,1081,1,Snowy,1.2138730452741808,88,0.4651547585159779,0
2023-07-02,Samsung Galaxy S23,35,1277,1373,163,306,1,Rainy,0.7701556392312682,36,-0.3551556677730925,7
2023-07-02,Samsung Galaxy S24,22,583,614,400,116,1,Cloudy,1.1190193606394512,29,-0.6148046334770816,8
2023-07-02,Google Pixel 6,10,1079,1115,238,519,1,Cloudy,0.5673129734215429,91,-0.8397635449252079,2
2023-07-02,Google Pixel 7,44,1405,1385,86,586,1,Sunny,0.936393259429842,80,-0.8276423451439281,5
2023-07-02,Google Pixel 8,30,1219,1206,415,246,1,Rainy,0.8276304616931808,51,0.12583384024020128,6
2023-07-02,OnePlus 10,7,1468,1556,160,1172,1,Cloudy,1.071872254509354,60,0.7424345737519498,9
2023-07-02,OnePlus 11,15,747,835,427,460,1,Cloudy,1.232062097069341,1,-0.41185768165391146,3
2023-07-02,OnePlus 12,18,1296,1294,460,495,1,Rainy,0.7488315556658831,43,0.6223998891293041,2
2023-07-02,Xiaomi 12,14,907,882,184,1156,1,Rainy,0.5768607793783895,94,0.3907570680119681,3
2023-07-02,Xiaomi 13,46,1022,1100,240,1130,1,Snowy,1.2971050223340934,49,0.4783539974288562,7
2023-07-02,Xiaomi 14,14,666,721,331,1155,1,Snowy,1.2698549433989132,61,0.32620407009033814,6
2023-07-02,Oppo Find X5,18,508,527,460,107,1,Sunny,1.1771159717815929,80,0.14505374519381675,6
2023-07-02,Oppo Find X6,28,1349,1412,167,1239,1,Rainy,0.5374986604671729,34,0.034694374726151,8
2023-07-02,Vivo X90,28,1097,1100,116,643,1,Cloudy,0.993915682816369,49,-0.776587755534057,2
2023-07-02,Vivo X100,29,1246,1331,83,892,1,Sunny,1.173499860818469,42,-0.7756848982682638,6
2023-07-03,iPhone 14,44,1363,1335,301,389,0,Rainy,0.8408372743502968,3,0.09809539503545461,5
2023-07-03,iPhone 14 Pro,29,710,706,419,1240,0,Rainy,1.2909766272515797,26,-0.861990321599196,6
2023-07-03,iPhone 15,24,1180,1227,78,800,0,Snowy,1.45148476751007,26,0.9060083104194407,4
2023-07-03,iPhone 15 Pro,38,555,638,401,515,0,Sunny,1.1653822319327014,9,-0.43890595342456207,1
2023-07-03,Samsung Galaxy S22,25,548,592,363,844,0,Snowy,1.2741986595291865,90,-0.9976326125628641,8
2023-07-03,Samsung Galaxy S23,12,592,674,459,297,0,Snowy,1.0744546382907958,84,-0.38347538306913775,7
2023-07-03,Samsung Galaxy S24,9,465,535,223,430,0,Snowy,1.2126640474474206,97,0.9769525455893553,3
2023-07-03,Google Pixel 6,14,1399,1456,202,1439,0,Sunny,1.3480756163755827,17,-0.6187595786369728,6
2023-07-03,Google Pixel 7,42,519,475,265,780,0,Rainy,0.819187710123841,20,0.5612990835431404,2
2023-07-03,Google Pixel 8,33,992,1055,234,1020,0,Sunny,0.8615768209790641,12,-0.4100352321553511,9
2023-07-03,OnePlus 10,16,1260,1227,427,952,0,Sunny,0.7354399797260802,23,-0.9819669446962878,9
2023-07-03,OnePlus 11,13,775,867,382,1023,0,Sunny,1.003765003237441,8,-0.6078912970905954,3
2023-07-03,OnePlus 12,29,1010,979,104,1183,0,Cloudy,0.620366738515011,0,-0.7591781805670887,4
2023-07-03,Xiaomi 12,44,977,950,309,1470,0,Sunny,1.2026531949051722,20,-0.22903937359334803,5
2023-07-03,Xiaomi 13,35,731,751,471,578,0,Snowy,0.9483501070408612,89,0.40806644297930683,8
2023-07-03,Xiaomi 14,9,1102,1144,449,694,0,Sunny,0.7055896612472435,50,-0.14142209939809613,1
2023-07-03,Oppo Find X5,45,952,971,436,623,0,Sunny,1.2398163343882103,64,-0.3474094686912461,7
2023-07-03,Oppo Find X6,35,310,276,460,991,0,Cloudy,1.4402881001903673,86,-0.0034710014099641473,1
2023-07-03,Vivo X90,23,612,577,94,544,0,Rainy,1.2276650044546848,43,-0.9327815195742066,1
2023-07-03,Vivo X100,10,570,577,307,346,0,Snowy,0.7327698562385989,93,0.2322912528158385,4
2023-07-04,iPhone 14,43,470,560,153,716,0,Snowy,0.6167540360116388,31,0.9092237414194309,7
2023-07-04,iPhone 14 Pro,26,1401,1395,441,931,0,Sunny,0.5621179008599702,20,0.1990196588437887,7
2023-07-04,iPhone 15,45,1112,1105,346,1475,0,Snowy,1.1266764306204482,84,0.9616148569800109,5
2023-07-04,iPhone 15 Pro,5,737,715,198,748,0,Sunny,0.6948160332626848,94,-0.7909514568713762,6
2023-07-04,Samsung Galaxy S22,46,816,862,64,1015,0,Rainy,1.1044985925331612,3,-0.9914497506790181,6
2023-07-04,Samsung Galaxy S23,38,595,694,176,241,0,Snowy,1.4991370762165097,66,-0.4192840247524754,9
2023-07-04,Samsung Galaxy S24,34,762,763,235,1356,0,Rainy,0.7279005075416997,54,-0.43958878632786136,7
2023-07-04,Google Pixel 6,39,637,726,355,1400,0,Rainy,0.6997001934391226,88,0.19019287468529789,2
2023-07-04,Google Pixel 7,10,1337,1390,387,641,0,Sunny,1.445602778526021,51,-0.23570806622246332,1
2023-07-04,Google Pixel 8,26,608,633,104,860,0,Snowy,0.700097619118826,37,0.8834967244624095,1
2023-07-04,OnePlus 10,49,1186,1143,285,932,0,Sunny,0.8822571474051205,4,-0.8331513155776928,3
2023-07-04,OnePlus 11,21,980,1008,453,1287,0,Snowy,1.1408989622728907,44,-0.20257150129252155,7
2023-07-04,OnePlus 12,46,428,390,375,889,0,Sunny,0.8279549304795902,85,0.20577477800934507,3
2023-07-04,Xiaomi 12,7,1177,1207,276,276,0,Cloudy,1.0450012471637504,34,-0.3309872740029862,6
2023-07-04,Xiaomi 13,14,1285,1253,72,194,0,Snowy,1.4234361453455984,91,0.8642039199487288,0
2023-07-04,Xiaomi 14,13,968,935,387,345,0,Cloudy,1.0751080392905972,82,-0.5413187454975819,8
2023-07-04,Oppo Find X5,49,929,893,139,699,0,Cloudy,0.5233386828306471,72,-0.6310675192191015,1
2023-07-04,Oppo Find X6,29,1043,1111,106,488,0,Cloudy,0.6923524727323562,10,-0.4723140057215811,0
2023-07-04,Vivo X90,30,1318,1286,65,1104,0,Snowy,0.8633947037233424,67,0.09388616727513721,6
2023-07-04,Vivo X100,16,963,1019,71,1153,0,Snowy,0.6793903525896188,25,0.07936431951036238,7
2023-07-05,iPhone 14,46,480,463,171,223,0,Sunny,1.2553368230872337,2,-0.8002843510559488,1
2023-07-05,iPhone 14 Pro,39,735,798,111,151,0,Snowy,1.1646027647428,27,0.786029867025225,6
2023-07-05,iPhone 15,39,1300,1352,424,899,0,Rainy,0.7206239083102542,15,-0.9810156089280029,2
2023-07-05,iPhone 15 Pro,32,865,962,277,644,0,Rainy,1.2772618885141225,23,0.2813515827786457,9
2023-07-05,Samsung Galaxy S22,41,1023,984,133,999,0,Rainy,1.2262257046938907,78,-0.6080052624502224,8
2023-07-05,Samsung Galaxy S23,28,1361,1415,214,1037,0,Cloudy,1.3472141089530827,13,-0.5638748542918601,7
